,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type
1545,Low Fat,0.111447593,Baking Goods,33.4874,OUT049,1999,Tier 1,Supermarket Type1
1546,Low Fat,0.03305315,Dairy,152.334,OUT027,1985,Tier 3,Supermarket Type3
1547,Regular,0.220221011,Frozen Foods,88.1198,OUT010,1998,Tier 3,Grocery Store
1548,Regular,0.135767734,Snack Foods,191.282,OUT027,1985,Tier 3,Supermarket Type3
1549,Low Fat,0.156615836,Meat,160.6578,OUT045,2002,Tier 2,Supermarket Type1
1550,Low Fat,0.018556186,Canned,187.1214,OUT013,1987,Tier 3,Supermarket Type1
1551,Low Fat,0.00557982,Frozen Foods,121.1414,OUT017,2007,Tier 2,Supermarket Type1
1552,Regular,0.043756113,Fruits and Vegetables,216.3508,OUT019,1985,Tier 1,Grocery Store
1553,Low Fat,0.0,Breads,85.4566,OUT027,1985,Tier 3,Supermarket Type3
1554,Low Fat,0.032256191,Health and Hygiene,165.1526,OUT046,1997,Tier 1,Supermarket Type1
1555,Low Fat,0.046625941,Meat,152.3682,OUT035,2004,Tier 2,Supermarket Type1
1556,Regular,0.062353714,Frozen Foods,145.4418,OUT049,1999,Tier 1,Supermarket Type1
1557,Regular,0.0,Baking Goods,98.7726,OUT049,1999,Tier 1,Supermarket Type1
1558,Low Fat,0.09698132,Dairy,55.593,OUT013,1987,Tier 3,Supermarket Type1
1559,Regular,0.066241884,Fruits and Vegetables,250.9092,OUT013,1987,Tier 3,Supermarket Type1
1560,Regular,0.04302561,Fruits and Vegetables,110.0254,OUT049,1999,Tier 1,Supermarket Type1
1561,Low Fat,0.009579343,Snack Foods,62.351,OUT035,2004,Tier 2,Supermarket Type1
1562,Low Fat,0.095341405,Fruits and Vegetables,178.037,OUT010,1998,Tier 3,Grocery Store
1563,Low Fat,0.037985629,Starchy Foods,123.1046,OUT045,2002,Tier 2,Supermarket Type1
1564,Low Fat,0.050071843,Household,152.4708,OUT019,1985,Tier 1,Grocery Store
1565,Low Fat,0.0,Health and Hygiene,96.8094,OUT013,1987,Tier 3,Supermarket Type1
1566,Regular,0.030901894,Dairy,254.2672,OUT013,1987,Tier 3,Supermarket Type1
1567,Low Fat,0.064663519,Fruits and Vegetables,194.0794,OUT035,2004,Tier 2,Supermarket Type1
1568,Low Fat,0.065053427,Canned,86.6198,OUT045,2002,Tier 2,Supermarket Type1
1569,Low Fat,0.0,Household,178.137,OUT018,2009,Tier 3,Supermarket Type2
1570,Regular,0.15121816,Soft Drinks,45.9086,OUT027,1985,Tier 3,Supermarket Type3
1571,Low Fat,0.056555477,Snack Foods,214.2218,OUT027,1985,Tier 3,Supermarket Type3
1572,Regular,0.151688857,Meat,80.6276,OUT018,2009,Tier 3,Supermarket Type2
1573,Low Fat,0.010049688,Household,174.937,OUT017,2007,Tier 2,Supermarket Type1
1574,Low Fat,0.054944247,Health and Hygiene,36.3874,OUT013,1987,Tier 3,Supermarket Type1
1575,Low Fat,0.028943289,Snack Foods,239.6222,OUT046,1997,Tier 1,Supermarket Type1
1576,Low Fat,0.080417724,Snack Foods,121.244,OUT049,1999,Tier 1,Supermarket Type1
1577,Low Fat,0.219568112,Frozen Foods,248.346,OUT010,1998,Tier 3,Grocery Store
1578,Low Fat,0.0,Snack Foods,125.6704,OUT046,1997,Tier 1,Supermarket Type1
1579,Low Fat,0.119952711,Dairy,45.2744,OUT046,1997,Tier 1,Supermarket Type1
1580,Low Fat,0.021535488,Seafood,109.6596,OUT046,1997,Tier 1,Supermarket Type1
1581,Low Fat,0.025479919,Dairy,238.5538,OUT046,1997,Tier 1,Supermarket Type1
1582,Regular,0.100970195,Fruits and Vegetables,195.8768,OUT045,2002,Tier 2,Supermarket Type1
1583,Low Fat,0.05250462,Health and Hygiene,121.673,OUT017,2007,Tier 2,Supermarket Type1
1584,Regular,0.113918065,Baking Goods,87.9514,OUT027,1985,Tier 3,Supermarket Type3
1585,Low Fat,0.07157425,Snack Foods,207.9612,OUT045,2002,Tier 2,Supermarket Type1
1586,Low Fat,0.097822555,Soft Drinks,175.4738,OUT013,1987,Tier 3,Supermarket Type1
1587,Low Fat,0.148381569,Fruits and Vegetables,104.928,OUT046,1997,Tier 1,Supermarket Type1
1588,Regular,0.026230365,Canned,39.1138,OUT027,1985,Tier 3,Supermarket Type3
1589,Low Fat,0.129972082,Fruits and Vegetables,162.921,OUT017,2007,Tier 2,Supermarket Type1
1590,Regular,0.037628842,Snack Foods,109.5254,OUT049,1999,Tier 1,Supermarket Type1
1591,Low Fat,0.121893603,Starchy Foods,261.3252,OUT019,1985,Tier 1,Grocery Store
1592,Low Fat,0.088965771,Household,189.8504,OUT035,2004,Tier 2,Supermarket Type1
1593,Regular,0.110885027,Dairy,181.3318,OUT019,1985,Tier 1,Grocery Store
1594,Low Fat,0.03466576,Household,125.902,OUT035,2004,Tier 2,Supermarket Type1
1595,Low Fat,0.0,Hard Drinks,60.7878,OUT049,1999,Tier 1,Supermarket Type1
1596,Regular,0.156014453,Fruits and Vegetables,238.9538,OUT035,2004,Tier 2,Supermarket Type1
1597,Low Fat,0.167836117,Soft Drinks,241.0512,OUT018,2009,Tier 3,Supermarket Type2
1598,Regular,0.046989556,Meat,184.3608,OUT013,1987,Tier 3,Supermarket Type1
1599,Low Fat,0.129767515,Fruits and Vegetables,161.821,OUT018,2009,Tier 3,Supermarket Type2
1600,Low Fat,0.02665921,Snack Foods,111.157,OUT027,1985,Tier 3,Supermarket Type3
1601,Low Fat,0.020591811,Others,81.0618,OUT049,1999,Tier 1,Supermarket Type1
1602,Regular,0.07961949,Baking Goods,98.6042,OUT018,2009,Tier 3,Supermarket Type2
1603,Regular,0.089693419,Snack Foods,152.2708,OUT049,1999,Tier 1,Supermarket Type1
1604,Regular,0.02438425,Fruits and Vegetables,194.411,OUT013,1987,Tier 3,Supermarket Type1
1605,Low Fat,0.058671483,Hard Drinks,73.838,OUT018,2009,Tier 3,Supermarket Type2
1606,Regular,0.156072361,Dairy,240.2538,OUT027,1985,Tier 3,Supermarket Type3
1607,Low Fat,0.047987061,Snack Foods,186.8898,OUT045,2002,Tier 2,Supermarket Type1
1608,Low Fat,0.053579102,Dairy,177.3002,OUT045,2002,Tier 2,Supermarket Type1
1609,Low Fat,0.009408748,Baking Goods,74.838,OUT035,2004,Tier 2,Supermarket Type1
1610,Low Fat,0.066713516,Others,184.2924,OUT035,2004,Tier 2,Supermarket Type1
1611,Low Fat,0.036130545,Canned,52.6982,OUT010,1998,Tier 3,Grocery Store
1612,Low Fat,0.027036842,Soft Drinks,150.8682,OUT013,1987,Tier 3,Supermarket Type1
1613,Low Fat,0.060160503,Household,232.2642,OUT049,1999,Tier 1,Supermarket Type1
1614,Low Fat,0.051953489,Breads,33.8558,OUT017,2007,Tier 2,Supermarket Type1
1615,Regular,0.0,Meat,199.0426,OUT013,1987,Tier 3,Supermarket Type1
1616,Low Fat,0.277579189,Dairy,39.6506,OUT010,1998,Tier 3,Grocery Store
1617,Low Fat,0.013338995,Canned,109.7254,OUT017,2007,Tier 2,Supermarket Type1
1618,Regular,0.025793045,Snack Foods,187.9872,OUT045,2002,Tier 2,Supermarket Type1
1619,Regular,0.099125013,Dairy,63.0194,OUT035,2004,Tier 2,Supermarket Type1
1620,Regular,0.032447909,Frozen Foods,146.9102,OUT035,2004,Tier 2,Supermarket Type1
1621,Low Fat,0.062869397,Breakfast,132.8626,OUT027,1985,Tier 3,Supermarket Type3
1622,Regular,0.1719225,Snack Foods,156.7972,OUT027,1985,Tier 3,Supermarket Type3
1623,Low Fat,0.01270511,Household,122.8414,OUT018,2009,Tier 3,Supermarket Type2
1624,Low Fat,0.103863648,Household,168.8448,OUT018,2009,Tier 3,Supermarket Type2
1625,Low Fat,0.007583861,Snack Foods,107.0622,OUT018,2009,Tier 3,Supermarket Type2
1626,Low Fat,0.060822826,Baking Goods,234.6616,OUT045,2002,Tier 2,Supermarket Type1
1627,Low Fat,0.107320959,Fruits and Vegetables,176.337,OUT017,2007,Tier 2,Supermarket Type1
1628,Low Fat,0.087395867,Breads,194.2794,OUT013,1987,Tier 3,Supermarket Type1
1629,Regular,0.08429269,Baking Goods,40.6138,OUT019,1985,Tier 1,Grocery Store
1630,Low Fat,0.020280634,Household,258.4962,OUT018,2009,Tier 3,Supermarket Type2
1631,Low Fat,0.0,Household,117.0808,OUT027,1985,Tier 3,Supermarket Type3
1632,Regular,0.056474207,Breads,85.6908,OUT049,1999,Tier 1,Supermarket Type1
1633,Low Fat,0.012148905,Fruits and Vegetables,36.5848,OUT046,1997,Tier 1,Supermarket Type1
1634,Low Fat,0.0,Household,264.791,OUT017,2007,Tier 2,Supermarket Type1
1635,Low Fat,0.102986542,Fruits and Vegetables,117.9466,OUT046,1997,Tier 1,Supermarket Type1
1636,Low Fat,0.05263512,Meat,244.2512,OUT017,2007,Tier 2,Supermarket Type1
1637,Low Fat,0.112731284,Snack Foods,59.922,OUT017,2007,Tier 2,Supermarket Type1
1638,Low Fat,0.047147628,Household,170.8422,OUT027,1985,Tier 3,Supermarket Type3
1639,Low Fat,0.019088324,Soft Drinks,185.924,OUT045,2002,Tier 2,Supermarket Type1
1640,Low Fat,0.015365323,Snack Foods,197.3084,OUT017,2007,Tier 2,Supermarket Type1
1641,Low Fat,0.089765562,Breakfast,194.6478,OUT017,2007,Tier 2,Supermarket Type1
1642,Low Fat,0.046475348,Fruits and Vegetables,47.9692,OUT035,2004,Tier 2,Supermarket Type1
1643,Regular,0.035144569,Fruits and Vegetables,171.8448,OUT035,2004,Tier 2,Supermarket Type1
1644,Regular,0.141879554,Canned,215.1218,OUT010,1998,Tier 3,Grocery Store
1645,Regular,0.058279823,Fruits and Vegetables,237.4564,OUT018,2009,Tier 3,Supermarket Type2
1646,Low Fat,0.099321607,Snack Foods,104.928,OUT045,2002,Tier 2,Supermarket Type1
1647,Low Fat,0.0148655,Health and Hygiene,143.2154,OUT027,1985,Tier 3,Supermarket Type3
1648,Regular,0.179191782,Fruits and Vegetables,146.2786,OUT010,1998,Tier 3,Grocery Store
1649,Low Fat,0.033265629,Dairy,152.334,OUT049,1999,Tier 1,Supermarket Type1
1650,Low Fat,0.089827705,Snack Foods,114.4518,OUT017,2007,Tier 2,Supermarket Type1
1651,Regular,0.030169768,Meat,103.799,OUT010,1998,Tier 3,Grocery Store
1652,Low Fat,0.118848485,Others,55.3588,OUT017,2007,Tier 2,Supermarket Type1
1653,Regular,0.0,Canned,184.6924,OUT035,2004,Tier 2,Supermarket Type1
1654,Regular,0.049612318,Baking Goods,224.1062,OUT035,2004,Tier 2,Supermarket Type1
1655,Low Fat,0.083179333,Household,62.0194,OUT018,2009,Tier 3,Supermarket Type2
1656,Low Fat,0.174497541,Fruits and Vegetables,128.8652,OUT017,2007,Tier 2,Supermarket Type1
1657,Low Fat,0.038541712,Household,33.09,OUT049,1999,Tier 1,Supermarket Type1
1658,Low Fat,0.046123804,Snack Foods,118.6124,OUT046,1997,Tier 1,Supermarket Type1
1659,Low Fat,0.102768984,Fruits and Vegetables,54.7298,OUT017,2007,Tier 2,Supermarket Type1
1660,Low Fat,0.033179231,Snack Foods,171.5422,OUT046,1997,Tier 1,Supermarket Type1
1661,Low Fat,0.023923093,Soft Drinks,105.528,OUT049,1999,Tier 1,Supermarket Type1
1662,Regular,0.047390108,Frozen Foods,245.0144,OUT013,1987,Tier 3,Supermarket Type1
1663,Low Fat,0.070333939,Fruits and Vegetables,110.7912,OUT045,2002,Tier 2,Supermarket Type1
1664,Low Fat,0.078832748,Others,101.5016,OUT010,1998,Tier 3,Grocery Store
1665,Low Fat,0.0,Health and Hygiene,177.2686,OUT035,2004,Tier 2,Supermarket Type1
1666,Low Fat,0.020181546,Household,260.1962,OUT013,1987,Tier 3,Supermarket Type1
1667,Low Fat,0.078153958,Canned,91.3804,OUT035,2004,Tier 2,Supermarket Type1
1668,Low Fat,0.015898191,Breads,229.7668,OUT013,1987,Tier 3,Supermarket Type1
1669,Low Fat,0.09851376,Frozen Foods,36.7164,OUT027,1985,Tier 3,Supermarket Type3
1670,Regular,0.016297312,Canned,186.3556,OUT017,2007,Tier 2,Supermarket Type1
1671,Regular,0.022183497,Meat,196.9452,OUT017,2007,Tier 2,Supermarket Type1
1672,Low Fat,0.026958635,Household,98.5726,OUT018,2009,Tier 3,Supermarket Type2
1673,Low Fat,0.098331927,Meat,100.5042,OUT013,1987,Tier 3,Supermarket Type1
1674,Regular,0.121879396,Baking Goods,61.222,OUT045,2002,Tier 2,Supermarket Type1
1675,Low Fat,0.051758515,Snack Foods,259.462,OUT017,2007,Tier 2,Supermarket Type1
1676,Low Fat,0.04126841,Soft Drinks,80.6592,OUT010,1998,Tier 3,Grocery Store
1677,Low Fat,0.027947642,Snack Foods,146.876,OUT046,1997,Tier 1,Supermarket Type1
1678,Low Fat,0.031581072,Baking Goods,93.4462,OUT017,2007,Tier 2,Supermarket Type1
1679,Regular,0.12578499,Snack Foods,261.691,OUT018,2009,Tier 3,Supermarket Type2
1680,Low Fat,0.112299979,Household,126.4046,OUT035,2004,Tier 2,Supermarket Type1
1681,Regular,0.086417608,Snack Foods,168.679,OUT017,2007,Tier 2,Supermarket Type1
1682,Low Fat,0.054672984,Health and Hygiene,101.0358,OUT027,1985,Tier 3,Supermarket Type3
1683,Low Fat,0.0693587,Household,89.9146,OUT013,1987,Tier 3,Supermarket Type1
1684,Low Fat,0.088053052,Canned,117.0124,OUT019,1985,Tier 1,Grocery Store
1685,Low Fat,0.107801614,Snack Foods,182.3634,OUT013,1987,Tier 3,Supermarket Type1
1686,Low Fat,0.08271731,Dairy,192.6504,OUT045,2002,Tier 2,Supermarket Type1
1687,Low Fat,0.014580169,Fruits and Vegetables,157.5262,OUT046,1997,Tier 1,Supermarket Type1
1688,Low Fat,0.035391991,Health and Hygiene,86.8224,OUT017,2007,Tier 2,Supermarket Type1
1689,Low Fat,0.017153018,Dairy,48.135,OUT035,2004,Tier 2,Supermarket Type1
1690,Regular,0.125498428,Frozen Foods,99.7358,OUT013,1987,Tier 3,Supermarket Type1
1691,Regular,0.041346719,Snack Foods,37.819,OUT013,1987,Tier 3,Supermarket Type1
1692,Regular,0.010980551,Meat,110.7544,OUT017,2007,Tier 2,Supermarket Type1
1693,Low Fat,0.033355494,Fruits and Vegetables,198.5768,OUT018,2009,Tier 3,Supermarket Type2
1694,Low Fat,0.122548032,Dairy,122.173,OUT035,2004,Tier 2,Supermarket Type1
1695,Low Fat,0.024232347,Dairy,36.1874,OUT049,1999,Tier 1,Supermarket Type1
1696,Low Fat,0.065806717,Soft Drinks,144.6128,OUT017,2007,Tier 2,Supermarket Type1
1697,Regular,0.046707264,Canned,151.9998,OUT049,1999,Tier 1,Supermarket Type1
1698,Regular,0.0,Frozen Foods,118.6466,OUT035,2004,Tier 2,Supermarket Type1
1699,Low Fat,0.051741591,Breads,35.2558,OUT049,1999,Tier 1,Supermarket Type1
1700,Low Fat,0.045643611,Canned,222.0456,OUT035,2004,Tier 2,Supermarket Type1
1701,Low Fat,0.081615145,Baking Goods,38.6164,OUT027,1985,Tier 3,Supermarket Type3
1702,Low Fat,0.026989658,Frozen Foods,107.728,OUT018,2009,Tier 3,Supermarket Type2
1703,Low Fat,0.055439323,Fruits and Vegetables,130.0994,OUT017,2007,Tier 2,Supermarket Type1
1704,Low Fat,0.136300946,Snack Foods,126.0678,OUT046,1997,Tier 1,Supermarket Type1
1705,Low Fat,0.018833177,Health and Hygiene,97.8384,OUT013,1987,Tier 3,Supermarket Type1
1706,Regular,0.026211917,Baking Goods,241.3196,OUT017,2007,Tier 2,Supermarket Type1
1707,Low Fat,0.042585419,Frozen Foods,196.911,OUT013,1987,Tier 3,Supermarket Type1
1708,Regular,0.055671183,Breads,222.3088,OUT045,2002,Tier 2,Supermarket Type1
1709,Regular,0.173436917,Meat,150.0708,OUT035,2004,Tier 2,Supermarket Type1
1710,Low Fat,0.253421913,Canned,106.228,OUT010,1998,Tier 3,Grocery Store
1711,Low Fat,0.121419594,Fruits and Vegetables,120.244,OUT013,1987,Tier 3,Supermarket Type1
1712,Regular,0.02858175,Canned,116.4492,OUT027,1985,Tier 3,Supermarket Type3
1713,Regular,0.10935376,Baking Goods,120.4098,OUT035,2004,Tier 2,Supermarket Type1
1714,Regular,0.092114847,Canned,248.7408,OUT049,1999,Tier 1,Supermarket Type1
1715,Low Fat,0.113844617,Health and Hygiene,157.8604,OUT013,1987,Tier 3,Supermarket Type1
1716,Low Fat,0.060763988,Breakfast,164.0526,OUT027,1985,Tier 3,Supermarket Type3
1717,Low Fat,0.089368341,Canned,143.8786,OUT018,2009,Tier 3,Supermarket Type2
1718,Low Fat,0.18413701,Fruits and Vegetables,172.808,OUT010,1998,Tier 3,Grocery Store
1719,Low Fat,0.07492586,Dairy,75.3354,OUT035,2004,Tier 2,Supermarket Type1
1720,Low Fat,0.014890695,Starchy Foods,174.108,OUT045,2002,Tier 2,Supermarket Type1
1721,Regular,0.046595951,Canned,153.0998,OUT013,1987,Tier 3,Supermarket Type1
1722,Low Fat,0.044697626,Canned,166.5842,OUT045,2002,Tier 2,Supermarket Type1
1723,Low Fat,0.034404287,Hard Drinks,113.5834,OUT046,1997,Tier 1,Supermarket Type1
1724,Regular,0.108844791,Baking Goods,118.5098,OUT027,1985,Tier 3,Supermarket Type3
1725,Regular,0.007111808,Snack Foods,39.348,OUT027,1985,Tier 3,Supermarket Type3
1726,Low Fat,0.037643694,Soft Drinks,192.0188,OUT027,1985,Tier 3,Supermarket Type3
1727,Low Fat,0.118890636,Snack Foods,227.9694,OUT046,1997,Tier 1,Supermarket Type1
1728,Low Fat,0.036358713,Fruits and Vegetables,140.0154,OUT045,2002,Tier 2,Supermarket Type1
1729,Regular,0.127986136,Dairy,120.344,OUT045,2002,Tier 2,Supermarket Type1
1730,Low Fat,0.024477166,Health and Hygiene,189.6214,OUT046,1997,Tier 1,Supermarket Type1
1731,Regular,0.133086933,Frozen Foods,230.1668,OUT018,2009,Tier 3,Supermarket Type2
1732,Regular,0.159690469,Fruits and Vegetables,144.2102,OUT035,2004,Tier 2,Supermarket Type1
1733,Low Fat,0.082951105,Household,173.7422,OUT019,1985,Tier 1,Grocery Store
1734,Regular,0.109992376,Fruits and Vegetables,81.1592,OUT046,1997,Tier 1,Supermarket Type1
1735,Low Fat,0.046276017,Health and Hygiene,154.2682,OUT018,2009,Tier 3,Supermarket Type2
1736,Low Fat,0.071244009,Starchy Foods,127.102,OUT046,1997,Tier 1,Supermarket Type1
1737,Low Fat,0.046550645,Health and Hygiene,100.4384,OUT035,2004,Tier 2,Supermarket Type1
1738,Low Fat,0.037649797,Baking Goods,49.5034,OUT018,2009,Tier 3,Supermarket Type2
1739,Low Fat,0.00600295,Household,166.1526,OUT018,2009,Tier 3,Supermarket Type2
1740,Low Fat,0.009876591,Health and Hygiene,48.2034,OUT035,2004,Tier 2,Supermarket Type1
1741,Low Fat,0.065799906,Fruits and Vegetables,177.0054,OUT019,1985,Tier 1,Grocery Store
1742,Regular,0.032909657,Snack Foods,112.9518,OUT046,1997,Tier 1,Supermarket Type1
1743,Low Fat,0.064752101,Fruits and Vegetables,243.3144,OUT010,1998,Tier 3,Grocery Store
1744,Low Fat,0.081651205,Breads,61.6194,OUT010,1998,Tier 3,Grocery Store
1745,Low Fat,0.022599777,Fruits and Vegetables,179.2318,OUT035,2004,Tier 2,Supermarket Type1
1746,Low Fat,0.03788768,Health and Hygiene,40.648,OUT035,2004,Tier 2,Supermarket Type1
1747,Regular,0.049175079,Fruits and Vegetables,151.5682,OUT018,2009,Tier 3,Supermarket Type2
1748,Low Fat,0.028543185,Household,159.4604,OUT035,2004,Tier 2,Supermarket Type1
1749,Low Fat,0.034446434,Soft Drinks,170.7422,OUT035,2004,Tier 2,Supermarket Type1
1750,Low Fat,0.0,Others,254.004,OUT049,1999,Tier 1,Supermarket Type1
1751,Low Fat,0.073581718,Soft Drinks,94.412,OUT018,2009,Tier 3,Supermarket Type2
1752,Low Fat,0.170768961,Canned,183.5266,OUT017,2007,Tier 2,Supermarket Type1
1753,Low Fat,0.067208123,Snack Foods,235.559,OUT046,1997,Tier 1,Supermarket Type1
1754,Low Fat,0.162949459,Hard Drinks,145.0444,OUT035,2004,Tier 2,Supermarket Type1
1755,Low Fat,0.032232864,Canned,50.9008,OUT018,2009,Tier 3,Supermarket Type2
1756,Low Fat,0.130065297,Household,188.6872,OUT017,2007,Tier 2,Supermarket Type1
1757,Regular,0.042922946,Meat,184.695,OUT017,2007,Tier 2,Supermarket Type1
1758,Low Fat,0.011235608,Others,57.0614,OUT018,2009,Tier 3,Supermarket Type2
1759,Low Fat,0.082412268,Baking Goods,148.5076,OUT035,2004,Tier 2,Supermarket Type1
1760,Low Fat,0.06462627,Snack Foods,256.2646,OUT018,2009,Tier 3,Supermarket Type2
1761,Regular,0.07404547,Fruits and Vegetables,205.8638,OUT035,2004,Tier 2,Supermarket Type1
1762,Regular,0.157816029,Snack Foods,145.4418,OUT017,2007,Tier 2,Supermarket Type1
1763,Regular,0.065767041,Fruits and Vegetables,189.6214,OUT045,2002,Tier 2,Supermarket Type1
1764,Regular,0.026031835,Meat,101.2674,OUT018,2009,Tier 3,Supermarket Type2
1765,Low Fat,0.011868237,Household,154.434,OUT018,2009,Tier 3,Supermarket Type2
1766,Low Fat,0.052420442,Meat,242.4512,OUT049,1999,Tier 1,Supermarket Type1
1767,Low Fat,0.085446623,Snack Foods,107.8912,OUT017,2007,Tier 2,Supermarket Type1
1768,Regular,0.049153588,Fruits and Vegetables,145.3102,OUT035,2004,Tier 2,Supermarket Type1
1769,Regular,0.08757299,Dairy,261.191,OUT013,1987,Tier 3,Supermarket Type1
1770,Low Fat,0.0,Household,170.6106,OUT045,2002,Tier 2,Supermarket Type1
1771,Low Fat,0.113603432,Health and Hygiene,231.73,OUT046,1997,Tier 1,Supermarket Type1
1772,Regular,0.070058787,Baking Goods,190.3214,OUT045,2002,Tier 2,Supermarket Type1
1773,Regular,0.136978402,Frozen Foods,160.4236,OUT027,1985,Tier 3,Supermarket Type3
1774,Low Fat,0.0,Household,164.121,OUT049,1999,Tier 1,Supermarket Type1
1775,Low Fat,0.120932251,Fruits and Vegetables,121.044,OUT027,1985,Tier 3,Supermarket Type3
1776,Low Fat,0.00898298,Meat,123.0756,OUT018,2009,Tier 3,Supermarket Type2
1777,Low Fat,0.00673599,Household,166.4184,OUT017,2007,Tier 2,Supermarket Type1
1778,Low Fat,0.053288809,Dairy,257.5672,OUT019,1985,Tier 1,Grocery Store
1779,Low Fat,0.018957442,Soft Drinks,188.324,OUT027,1985,Tier 3,Supermarket Type3
1780,Regular,0.153733623,Canned,51.935,OUT049,1999,Tier 1,Supermarket Type1
1781,Regular,0.032925311,Fruits and Vegetables,223.5772,OUT019,1985,Tier 1,Grocery Store
1782,Regular,0.008034387,Frozen Foods,82.5618,OUT046,1997,Tier 1,Supermarket Type1
1783,Low Fat,0.051902594,Household,44.7086,OUT019,1985,Tier 1,Grocery Store
1784,Low Fat,0.012124086,Others,190.753,OUT045,2002,Tier 2,Supermarket Type1
1785,Regular,0.105799985,Frozen Foods,155.0656,OUT019,1985,Tier 1,Grocery Store
1786,Low Fat,0.061308404,Breakfast,164.8526,OUT018,2009,Tier 3,Supermarket Type2
1787,Low Fat,0.0,Baking Goods,77.2354,OUT013,1987,Tier 3,Supermarket Type1
1788,Low Fat,0.060090767,Fruits and Vegetables,152.5366,OUT018,2009,Tier 3,Supermarket Type2
1789,Low Fat,0.0,Fruits and Vegetables,123.373,OUT046,1997,Tier 1,Supermarket Type1
1790,Regular,0.101891731,Baking Goods,98.7384,OUT010,1998,Tier 3,Grocery Store
1791,Low Fat,0.021413299,Baking Goods,158.2288,OUT013,1987,Tier 3,Supermarket Type1
1792,Low Fat,0.048101713,Breads,216.0166,OUT049,1999,Tier 1,Supermarket Type1
1793,Low Fat,0.080455726,Snack Foods,120.144,OUT045,2002,Tier 2,Supermarket Type1
1794,Low Fat,0.16763712,Frozen Foods,45.506,OUT027,1985,Tier 3,Supermarket Type3
1795,Low Fat,0.116932555,Health and Hygiene,155.463,OUT046,1997,Tier 1,Supermarket Type1
1796,Regular,0.023417483,Dairy,185.1608,OUT018,2009,Tier 3,Supermarket Type2
1797,Low Fat,0.0,Baking Goods,93.5462,OUT049,1999,Tier 1,Supermarket Type1
1798,Regular,0.0,Breads,96.3068,OUT046,1997,Tier 1,Supermarket Type1
1799,Regular,0.062140968,Snack Foods,60.8562,OUT049,1999,Tier 1,Supermarket Type1
1800,Regular,0.019849032,Canned,87.7198,OUT018,2009,Tier 3,Supermarket Type2
1801,Regular,0.022316641,Fruits and Vegetables,229.5036,OUT027,1985,Tier 3,Supermarket Type3
1802,Low Fat,0.050461669,Soft Drinks,95.5752,OUT017,2007,Tier 2,Supermarket Type1
1803,Regular,0.05017202,Canned,80.596,OUT045,2002,Tier 2,Supermarket Type1
1804,Low Fat,0.030069149,Fruits and Vegetables,217.4192,OUT013,1987,Tier 3,Supermarket Type1
1805,Regular,0.070394702,Canned,190.053,OUT019,1985,Tier 1,Grocery Store
1806,Low Fat,0.0,Snack Foods,146.776,OUT017,2007,Tier 2,Supermarket Type1
1807,Low Fat,0.0,Health and Hygiene,193.5794,OUT019,1985,Tier 1,Grocery Store
1808,Regular,0.071563651,Fruits and Vegetables,59.9536,OUT049,1999,Tier 1,Supermarket Type1
